fname,itp,tp_prob,its,ts_prob
HK.HKCC2.npz_537000.npz,[],[],[],[]
HK.HKCC2.npz_532500.npz,[],[],[],[]
HK.HKCC2.npz_546000.npz,[],[],[],[]
HK.HKCC2.npz_538500.npz,[],[],[],[]
HK.HKCC2.npz_547500.npz,[],[],[],[]
HK.HKCC2.npz_543000.npz,[],[],[99],[ 0.34206343]
HK.HKCC2.npz_541500.npz,[],[],[],[]
HK.HKCC2.npz_540000.npz,[2735],[ 0.376861],[],[]
HK.HKCC2.npz_549000.npz,[],[],[],[]
HK.HKCC2.npz_544500.npz,[],[],[],[]
HK.HKCC2.npz_558000.npz,[],[],[],[]
HK.HKCC2.npz_550500.npz,[],[],[],[]
HK.HKCC2.npz_559500.npz,[],[],[],[]
HK.HKCC2.npz_555000.npz,[],[],[],[]
HK.HKCC2.npz_553500.npz,[],[],[715],[ 0.38848954]
HK.HKCC2.npz_552000.npz,[],[],[],[]
HK.HKCC2.npz_561000.npz,[],[],[],[]
HK.HKCC2.npz_556500.npz,[],[],[],[]
HK.HKCC2.npz_570000.npz,[],[],[],[]
HK.HKCC2.npz_562500.npz,[],[],[],[]
HK.HKCC2.npz_571500.npz,[],[],[],[]
HK.HKCC2.npz_567000.npz,[],[],[],[]
HK.HKCC2.npz_565500.npz,[],[],[],[]
HK.HKCC2.npz_564000.npz,[],[],[],[]
HK.HKCC2.npz_573000.npz,[],[],[],[]
HK.HKCC2.npz_568500.npz,[],[],[],[]
HK.HKCC2.npz_582000.npz,[],[],[],[]
HK.HKCC2.npz_574500.npz,[],[],[],[]
HK.HKCC2.npz_583500.npz,[],[],[],[]
HK.HKCC2.npz_579000.npz,[],[],[],[]
HK.HKCC2.npz_577500.npz,[],[],[],[]
HK.HKCC2.npz_576000.npz,[],[],[],[]
HK.HKCC2.npz_585000.npz,[],[],[],[]
HK.HKCC2.npz_580500.npz,[],[],[],[]
HK.HKCC2.npz_594000.npz,[],[],[],[]
HK.HKCC2.npz_586500.npz,[],[],[],[]
HK.HKCC2.npz_595500.npz,[],[],[],[]
HK.HKCC2.npz_591000.npz,[],[],[],[]
HK.HKCC2.npz_589500.npz,[],[],[],[]
HK.HKCC2.npz_588000.npz,[],[],[743],[ 0.3989301]
HK.HKCC2.npz_597000.npz,[],[],[],[]
HK.HKCC2.npz_592500.npz,[],[],[],[]
HK.HKCC2.npz_606000.npz,[],[],[],[]
HK.HKCC2.npz_598500.npz,[],[],[],[]
HK.HKCC2.npz_607500.npz,[],[],[],[]
HK.HKCC2.npz_603000.npz,[],[],[],[]
HK.HKCC2.npz_601500.npz,[],[],[],[]
HK.HKCC2.npz_600000.npz,[],[],[],[]
HK.HKCC2.npz_609000.npz,[],[],[],[]
HK.HKCC2.npz_604500.npz,[],[],[],[]
HK.HKCC2.npz_618000.npz,[],[],[],[]
HK.HKCC2.npz_610500.npz,[],[],[],[]
HK.HKCC2.npz_619500.npz,[],[],[],[]
HK.HKCC2.npz_615000.npz,[],[],[],[]
HK.HKCC2.npz_613500.npz,[],[],[],[]
HK.HKCC2.npz_612000.npz,[],[],[],[]
HK.HKCC2.npz_621000.npz,[],[],[],[]
HK.HKCC2.npz_616500.npz,[],[],[],[]
HK.HKCC2.npz_630000.npz,[],[],[],[]
HK.HKCC2.npz_622500.npz,[],[],[],[]
HK.HKCC2.npz_631500.npz,[],[],[],[]
HK.HKCC2.npz_627000.npz,[],[],[],[]
HK.HKCC2.npz_625500.npz,[],[],[],[]
HK.HKCC2.npz_624000.npz,[],[],[],[]
HK.HKCC2.npz_633000.npz,[444],[ 0.30410987],[],[]
HK.HKCC2.npz_628500.npz,[],[],[],[]
HK.HKCC2.npz_642000.npz,[1736],[ 0.30152136],[],[]
HK.HKCC2.npz_634500.npz,[],[],[],[]
HK.HKCC2.npz_643500.npz,[],[],[],[]
HK.HKCC2.npz_639000.npz,[],[],[],[]
HK.HKCC2.npz_637500.npz,[],[],[],[]
HK.HKCC2.npz_636000.npz,[],[],[],[]
HK.HKCC2.npz_645000.npz,[],[],[],[]
HK.HKCC2.npz_640500.npz,[],[],[],[]
HK.HKCC2.npz_654000.npz,[],[],[],[]
HK.HKCC2.npz_646500.npz,[],[],[],[]
HK.HKCC2.npz_655500.npz,[],[],[],[]
HK.HKCC2.npz_651000.npz,[],[],[],[]
HK.HKCC2.npz_649500.npz,[],[],[],[]
HK.HKCC2.npz_648000.npz,[],[],[],[]
HK.HKCC2.npz_657000.npz,[],[],[],[]
HK.HKCC2.npz_652500.npz,[],[],[],[]
HK.HKCC2.npz_666000.npz,[],[],[],[]
HK.HKCC2.npz_658500.npz,[],[],[],[]
HK.HKCC2.npz_667500.npz,[],[],[],[]
HK.HKCC2.npz_663000.npz,[],[],[],[]
HK.HKCC2.npz_661500.npz,[],[],[],[]
HK.HKCC2.npz_660000.npz,[],[],[],[]
HK.HKCC2.npz_669000.npz,[],[],[],[]
HK.HKCC2.npz_664500.npz,[],[],[],[]
HK.HKCC2.npz_678000.npz,[],[],[],[]
HK.HKCC2.npz_670500.npz,[2608],[ 0.7191252],[],[]
HK.HKCC2.npz_679500.npz,[],[],[],[]
HK.HKCC2.npz_675000.npz,[],[],[],[]
HK.HKCC2.npz_673500.npz,[],[],[],[]
HK.HKCC2.npz_672000.npz,[],[],[],[]
HK.HKCC2.npz_681000.npz,[],[],[],[]
HK.HKCC2.npz_676500.npz,[],[],[],[]
HK.HKCC2.npz_690000.npz,[],[],[],[]
HK.HKCC2.npz_682500.npz,[],[],[],[]
HK.HKCC2.npz_691500.npz,[],[],[],[]
HK.HKCC2.npz_687000.npz,[],[],[],[]
HK.HKCC2.npz_685500.npz,[],[],[],[]
HK.HKCC2.npz_684000.npz,[],[],[],[]
HK.HKCC2.npz_693000.npz,[],[],[],[]
HK.HKCC2.npz_688500.npz,[],[],[],[]
HK.HKCC2.npz_702000.npz,[],[],[],[]
HK.HKCC2.npz_694500.npz,[],[],[],[]
HK.HKCC2.npz_703500.npz,[],[],[],[]
HK.HKCC2.npz_699000.npz,[],[],[],[]
HK.HKCC2.npz_697500.npz,[],[],[],[]
HK.HKCC2.npz_696000.npz,[],[],[],[]
HK.HKCC2.npz_705000.npz,[],[],[],[]
HK.HKCC2.npz_700500.npz,[],[],[],[]
HK.HKCC2.npz_714000.npz,[837],[ 0.33667442],[370],[ 0.8086988]
HK.HKCC2.npz_706500.npz,[],[],[],[]
HK.HKCC2.npz_715500.npz,[],[],[],[]
HK.HKCC2.npz_711000.npz,[],[],[],[]
HK.HKCC2.npz_709500.npz,[],[],[],[]
HK.HKCC2.npz_708000.npz,[],[],[],[]
HK.HKCC2.npz_717000.npz,[1584],[ 0.39343467],[2131],[ 0.39464355]
HK.HKCC2.npz_712500.npz,[],[],[1868],[ 0.75935274]
HK.HKCC2.npz_726000.npz,[],[],[2036],[ 0.36668625]
HK.HKCC2.npz_718500.npz,[],[],[],[]
HK.HKCC2.npz_727500.npz,[],[],[533],[ 0.43662447]
HK.HKCC2.npz_723000.npz,[],[],[],[]
HK.HKCC2.npz_721500.npz,[],[],[],[]
HK.HKCC2.npz_720000.npz,[],[],[],[]
HK.HKCC2.npz_729000.npz,[],[],[],[]
HK.HKCC2.npz_724500.npz,[],[],[],[]
HK.HKCC2.npz_738000.npz,[],[],[],[]
HK.HKCC2.npz_730500.npz,[],[],[],[]
HK.HKCC2.npz_739500.npz,[],[],[],[]
HK.HKCC2.npz_735000.npz,[],[],[],[]
HK.HKCC2.npz_733500.npz,[],[],[],[]
HK.HKCC2.npz_732000.npz,[2408],[ 0.38259935],[],[]
HK.HKCC2.npz_741000.npz,[],[],[],[]
HK.HKCC2.npz_736500.npz,[],[],[173],[ 0.36360234]
HK.HKCC2.npz_750000.npz,[],[],[],[]
HK.HKCC2.npz_742500.npz,[],[],[],[]
HK.HKCC2.npz_751500.npz,[],[],[],[]
HK.HKCC2.npz_747000.npz,[],[],[],[]
HK.HKCC2.npz_745500.npz,[],[],[],[]
HK.HKCC2.npz_744000.npz,[],[],[],[]
HK.HKCC2.npz_753000.npz,[],[],[],[]
